Name,50 Free Time,50 Free FINA,Place of 1000,Percentile,Name,100 Back Time,100 Back FINA,Place of 1000,Percentile,Name,100 Breast Time,100 Breast FINA,Place of 1000,Percentile
Swimmer_274,21.55221001733206,781.3813813813814,274,72.7,Swimmer_274,51.92451645860647,781.3813813813814,274,72.7,Swimmer_274,57.22544418688614,781.3813813813814,274,72.7
Swimmer_275,21.5573638902345,780.5805805805805,275,72.6,Swimmer_275,52.03098638436375,780.5805805805805,275,72.6,Swimmer_275,57.24468455563268,780.5805805805805,275,72.6
Swimmer_276,21.55797667920706,779.7797797797798,276,72.5,Swimmer_276,52.03398834539404,779.7797797797798,276,72.5,Swimmer_276,57.256341430319026,779.7797797797798,276,72.5
Swimmer_277,21.565404615432996,778.978978978979,277,72.39999999999999,Swimmer_277,52.23304514258749,778.978978978979,277,72.39999999999999,Swimmer_277,57.26571017578632,778.978978978979,277,72.39999999999999
Swimmer_278,21.565888019909156,778.1781781781782,278,72.3,Swimmer_278,52.236508233332046,778.1781781781782,278,72.3,Swimmer_278,57.269833371813434,778.1781781781782,278,72.3
Swimmer_279,21.56917504807095,777.3773773773773,279,72.2,Swimmer_279,52.25644282794878,777.3773773773773,279,72.2,Swimmer_279,57.28429494358917,777.3773773773773,279,72.2
Swimmer_280,21.56945150413591,776.5765765765766,280,72.1,Swimmer_280,52.26311578246556,776.5765765765766,280,72.1,Swimmer_280,57.30904111497317,776.5765765765766,280,72.1
Swimmer_281,21.57163927145709,775.7757757757757,281,72.0,Swimmer_281,52.27328408649372,775.7757757757757,281,72.0,Swimmer_281,57.31062703400161,775.7757757757757,281,72.0
Swimmer_282,21.573802838235167,774.974974974975,282,71.89999999999999,Swimmer_282,52.302813850454896,774.974974974975,282,71.89999999999999,Swimmer_282,57.31468007413771,774.974974974975,282,71.89999999999999
Swimmer_283,21.581451499835865,774.1741741741741,283,71.8,Swimmer_283,52.33184837109655,774.1741741741741,283,71.8,Swimmer_283,57.32515149210735,774.1741741741741,283,71.8
Swimmer_284,21.590774613644477,773.3733733733734,284,71.7,Swimmer_284,52.333569412200674,773.3733733733734,284,71.7,Swimmer_284,57.33659025283403,773.3733733733734,284,71.7
Swimmer_285,21.591187765719543,772.5725725725725,285,71.6,Swimmer_285,52.42629363223959,772.5725725725725,285,71.6,Swimmer_285,57.357135537717234,772.5725725725725,285,71.6
Swimmer_286,21.594963422532306,771.7717717717718,286,71.50000000000001,Swimmer_286,52.42774344092056,771.7717717717718,286,71.50000000000001,Swimmer_286,57.360212733463584,771.7717717717718,286,71.50000000000001
Swimmer_287,21.597045875813237,770.9709709709709,287,71.39999999999999,Swimmer_287,52.427886603969604,770.9709709709709,287,71.39999999999999,Swimmer_287,57.360817128892414,770.9709709709709,287,71.39999999999999
Swimmer_288,21.599985229708093,770.1701701701702,288,71.30000000000001,Swimmer_288,52.4767540767728,770.1701701701702,288,71.30000000000001,Swimmer_288,57.366680757102955,770.1701701701702,288,71.30000000000001
Swimmer_289,21.61102605741951,769.3693693693693,289,71.2,Swimmer_289,52.5358824760481,769.3693693693693,289,71.2,Swimmer_289,57.36893601148369,769.3693693693693,289,71.2
Swimmer_290,21.61210241060216,768.5685685685686,290,71.10000000000001,Swimmer_290,52.544454736936586,768.5685685685686,290,71.10000000000001,Swimmer_290,57.37479204655889,768.5685685685686,290,71.10000000000001
Swimmer_291,21.615027784291,767.7677677677677,291,71.0,Swimmer_291,52.55061335781777,767.7677677677677,291,71.0,Swimmer_291,57.37602859263381,767.7677677677677,291,71.0
Swimmer_292,21.637480465265472,766.966966966967,292,70.9,Swimmer_292,52.57418578235831,766.966966966967,292,70.9,Swimmer_292,57.388861888769256,766.966966966967,292,70.9
Swimmer_293,21.64243047844686,766.1661661661661,293,70.8,Swimmer_293,52.58483723432478,766.1661661661661,293,70.8,Swimmer_293,57.40694567568613,766.1661661661661,293,70.8
Swimmer_294,21.651730861655672,765.3653653653654,294,70.7,Swimmer_294,52.596718176840675,765.3653653653654,294,70.7,Swimmer_294,57.43722171525205,765.3653653653654,294,70.7
Swimmer_295,21.66112556034179,764.5645645645645,295,70.6,Swimmer_295,52.60287414316053,764.5645645645645,295,70.6,Swimmer_295,57.45230144687136,764.5645645645645,295,70.6
Swimmer_296,21.662556349645122,763.7637637637638,296,70.5,Swimmer_296,52.623011012703024,763.7637637637638,296,70.5,Swimmer_296,57.504735806399864,763.7637637637638,296,70.5
Swimmer_297,21.66501097529234,762.9629629629629,297,70.39999999999999,Swimmer_297,52.669895480182305,762.9629629629629,297,70.39999999999999,Swimmer_297,57.50889002239976,762.9629629629629,297,70.39999999999999
Swimmer_298,21.68472719530212,762.1621621621622,298,70.30000000000001,Swimmer_298,52.673767491191015,762.1621621621622,298,70.30000000000001,Swimmer_298,57.52351935201705,762.1621621621622,298,70.30000000000001
Swimmer_299,21.685088146804762,761.3613613613613,299,70.19999999999999,Swimmer_299,52.69711484599368,761.3613613613613,299,70.19999999999999,Swimmer_299,57.52530758714041,761.3613613613613,299,70.19999999999999
Swimmer_300,21.685102841651727,760.5605605605606,300,70.10000000000001,Swimmer_300,52.69754413811338,760.5605605605606,300,70.10000000000001,Swimmer_300,57.54307491227758,760.5605605605606,300,70.10000000000001
Swimmer_301,21.686947555038717,759.7597597597597,301,70.0,Swimmer_301,52.70122628824331,759.7597597597597,301,70.0,Swimmer_301,57.55182900987039,759.7597597597597,301,70.0
Swimmer_302,21.68832491529077,758.9589589589589,302,69.9,Swimmer_302,52.70359330889633,758.9589589589589,302,69.9,Swimmer_302,57.616692419694694,758.9589589589589,302,69.9
Swimmer_303,21.70715985597241,758.1581581581581,303,69.8,Swimmer_303,52.70754803389888,758.1581581581581,303,69.8,Swimmer_303,57.64156889386301,758.1581581581581,303,69.8
Swimmer_304,21.707519000783062,757.3573573573574,304,69.7,Swimmer_304,52.73671033580455,757.3573573573574,304,69.7,Swimmer_304,57.69023674792686,757.3573573573574,304,69.7
Swimmer_305,21.708024295820067,756.5565565565565,305,69.6,Swimmer_305,52.753603587491256,756.5565565565565,305,69.6,Swimmer_305,57.71041674245588,756.5565565565565,305,69.6
Swimmer_306,21.715844310522435,755.7557557557557,306,69.5,Swimmer_306,52.754775458371746,755.7557557557557,306,69.5,Swimmer_306,57.7442297826153,755.7557557557557,306,69.5
Swimmer_307,21.715906317446603,754.9549549549549,307,69.39999999999999,Swimmer_307,52.76312029526817,754.9549549549549,307,69.39999999999999,Swimmer_307,57.753051141284836,754.9549549549549,307,69.39999999999999
Swimmer_308,21.7185700889579,754.1541541541542,308,69.30000000000001,Swimmer_308,52.76382114686258,754.1541541541542,308,69.30000000000001,Swimmer_308,57.75383680504955,754.1541541541542,308,69.30000000000001
Swimmer_309,21.718687915495913,753.3533533533533,309,69.19999999999999,Swimmer_309,52.76886800641742,753.3533533533533,309,69.19999999999999,Swimmer_309,57.76863545226901,753.3533533533533,309,69.19999999999999
Swimmer_310,21.7250796053562,752.5525525525525,310,69.10000000000001,Swimmer_310,52.77240882724321,752.5525525525525,310,69.10000000000001,Swimmer_310,57.81094518311216,752.5525525525525,310,69.10000000000001
Swimmer_311,21.727011426782056,751.7517517517517,311,69.0,Swimmer_311,52.776425558701874,751.7517517517517,311,69.0,Swimmer_311,57.82565055656006,751.7517517517517,311,69.0
Swimmer_312,21.739587881234364,750.950950950951,312,68.9,Swimmer_312,52.80691949586096,750.950950950951,312,68.9,Swimmer_312,57.83329507182537,750.950950950951,312,68.9
Swimmer_313,21.750980472936426,750.1501501501501,313,68.8,Swimmer_313,52.82436395807079,750.1501501501501,313,68.8,Swimmer_313,57.83765410180573,750.1501501501501,313,68.8
Swimmer_314,21.762307311782997,749.3493493493493,314,68.7,Swimmer_314,52.82867495350125,749.3493493493493,314,68.7,Swimmer_314,57.856444766708734,749.3493493493493,314,68.7
Swimmer_315,21.768438628844716,748.5485485485485,315,68.6,Swimmer_315,52.84249608764804,748.5485485485485,315,68.6,Swimmer_315,57.875329746943606,748.5485485485485,315,68.6
Swimmer_316,21.769298495054983,747.7477477477478,316,68.5,Swimmer_316,52.84965524067168,747.7477477477478,316,68.5,Swimmer_316,57.900082705494704,747.7477477477478,316,68.5
Swimmer_317,21.769995822346154,746.9469469469469,317,68.39999999999999,Swimmer_317,52.86005387442811,746.9469469469469,317,68.39999999999999,Swimmer_317,57.91486356426476,746.9469469469469,317,68.39999999999999
Swimmer_318,21.779595434736603,746.1461461461461,318,68.30000000000001,Swimmer_318,52.86185708310215,746.1461461461461,318,68.30000000000001,Swimmer_318,57.965136120409255,746.1461461461461,318,68.30000000000001
Swimmer_319,21.78488428720178,745.3453453453453,319,68.19999999999999,Swimmer_319,52.870342991074814,745.3453453453453,319,68.19999999999999,Swimmer_319,57.980508063623645,745.3453453453453,319,68.19999999999999
Swimmer_320,21.796227473429102,744.5445445445446,320,68.10000000000001,Swimmer_320,52.8717406070701,744.5445445445446,320,68.10000000000001,Swimmer_320,57.991164045254976,744.5445445445446,320,68.10000000000001
Swimmer_321,21.79908315652918,743.7437437437437,321,68.0,Swimmer_321,52.88180220681108,743.7437437437437,321,68.0,Swimmer_321,58.010259746826655,743.7437437437437,321,68.0
Swimmer_322,21.801382119575862,742.9429429429429,322,67.9,Swimmer_322,52.886123261097154,742.9429429429429,322,67.9,Swimmer_322,58.014874374433816,742.9429429429429,322,67.9
Swimmer_323,21.806523302305735,742.1421421421421,323,67.8,Swimmer_323,52.91604730589158,742.1421421421421,323,67.8,Swimmer_323,58.03256575535738,742.1421421421421,323,67.8
Swimmer_324,21.806626795979593,741.3413413413414,324,67.7,Swimmer_324,52.92036646513461,741.3413413413414,324,67.7,Swimmer_324,58.062475586901314,741.3413413413414,324,67.7
Swimmer_325,21.8070331085974,740.5405405405405,325,67.6,Swimmer_325,52.93328716441051,740.5405405405405,325,67.6,Swimmer_325,58.07238128736276,740.5405405405405,325,67.6
Swimmer_326,21.808100731946546,739.7397397397397,326,67.5,Swimmer_326,52.943034336022265,739.7397397397397,326,67.5,Swimmer_326,58.074846666993544,739.7397397397397,326,67.5
Swimmer_327,21.813641140736163,738.9389389389389,327,67.39999999999999,Swimmer_327,52.94741688141614,738.9389389389389,327,67.39999999999999,Swimmer_327,58.090075330809896,738.9389389389389,327,67.39999999999999
Swimmer_328,21.821598021876852,738.1381381381382,328,67.30000000000001,Swimmer_328,52.94972213747433,738.1381381381382,328,67.30000000000001,Swimmer_328,58.09452695542744,738.1381381381382,328,67.30000000000001
Swimmer_329,21.825244320356344,737.3373373373373,329,67.19999999999999,Swimmer_329,52.96216684200214,737.3373373373373,329,67.19999999999999,Swimmer_329,58.0979689248722,737.3373373373373,329,67.19999999999999
Swimmer_330,21.827125875270763,736.5365365365365,330,67.10000000000001,Swimmer_330,52.96936839139413,736.5365365365365,330,67.10000000000001,Swimmer_330,58.11188230522122,736.5365365365365,330,67.10000000000001
Swimmer_331,21.82721682132747,735.7357357357357,331,67.0,Swimmer_331,52.97105676639506,735.7357357357357,331,67.0,Swimmer_331,58.13292574251445,735.7357357357357,331,67.0
Swimmer_332,21.830441921562116,734.934934934935,332,66.9,Swimmer_332,52.97127933962734,734.934934934935,332,66.9,Swimmer_332,58.1384044512922,734.934934934935,332,66.9
Swimmer_333,21.83106958550096,734.1341341341341,333,66.8,Swimmer_333,52.990019343450804,734.1341341341341,333,66.8,Swimmer_333,58.152769716065265,734.1341341341341,333,66.8
Swimmer_334,21.83245192227066,733.3333333333333,334,66.7,Swimmer_334,53.00519654685221,733.3333333333333,334,66.7,Swimmer_334,58.16126075262933,733.3333333333333,334,66.7
Swimmer_335,21.832819523676445,732.5325325325325,335,66.6,Swimmer_335,53.00928449095137,732.5325325325325,335,66.6,Swimmer_335,58.171048090226655,732.5325325325325,335,66.6
Swimmer_336,21.833791867416167,731.7317317317318,336,66.5,Swimmer_336,53.012111336920604,731.7317317317318,336,66.5,Swimmer_336,58.172870437248676,731.7317317317318,336,66.5
Swimmer_337,21.83714970682265,730.9309309309309,337,66.39999999999999,Swimmer_337,53.05551532484653,730.9309309309309,337,66.39999999999999,Swimmer_337,58.175489042004884,730.9309309309309,337,66.39999999999999
Swimmer_338,21.83743070732324,730.13013013013,338,66.3,Swimmer_338,53.06516741349707,730.13013013013,338,66.3,Swimmer_338,58.17993633301269,730.13013013013,338,66.3
Swimmer_339,21.838322594561166,729.3293293293293,339,66.19999999999999,Swimmer_339,53.06618020662856,729.3293293293293,339,66.19999999999999,Swimmer_339,58.23995006644482,729.3293293293293,339,66.19999999999999
Swimmer_340,21.83860841054792,728.5285285285286,340,66.10000000000001,Swimmer_340,53.0835086235976,728.5285285285286,340,66.10000000000001,Swimmer_340,58.24174066102895,728.5285285285286,340,66.10000000000001
Swimmer_341,21.855707106832504,727.7277277277277,341,65.99999999999999,Swimmer_341,53.08694359946851,727.7277277277277,341,65.99999999999999,Swimmer_341,58.250266601286064,727.7277277277277,341,65.99999999999999
Swimmer_342,21.8574896504666,726.9269269269269,342,65.9,Swimmer_342,53.096171039862256,726.9269269269269,342,65.9,Swimmer_342,58.25452554468486,726.9269269269269,342,65.9
Swimmer_343,21.862092701462476,726.1261261261261,343,65.8,Swimmer_343,53.10126914160647,726.1261261261261,343,65.8,Swimmer_343,58.2714638996061,726.1261261261261,343,65.8
Swimmer_344,21.8624219668887,725.3253253253254,344,65.7,Swimmer_344,53.11137744395701,725.3253253253254,344,65.7,Swimmer_344,58.272728684796746,725.3253253253254,344,65.7
Swimmer_345,21.873314247910194,724.5245245245245,345,65.60000000000001,Swimmer_345,53.115297586840306,724.5245245245245,345,65.60000000000001,Swimmer_345,58.27957333312129,724.5245245245245,345,65.60000000000001
Swimmer_346,21.874266533458805,723.7237237237237,346,65.5,Swimmer_346,53.11707255793902,723.7237237237237,346,65.5,Swimmer_346,58.30191132526815,723.7237237237237,346,65.5
Swimmer_347,21.874663593098884,722.9229229229229,347,65.4,Swimmer_347,53.129387749255294,722.9229229229229,347,65.4,Swimmer_347,58.3218757682162,722.9229229229229,347,65.4
Swimmer_348,21.87593023213812,722.1221221221222,348,65.3,Swimmer_348,53.13018706981392,722.1221221221222,348,65.3,Swimmer_348,58.32513049546029,722.1221221221222,348,65.3
Swimmer_349,21.876715950250375,721.3213213213213,349,65.2,Swimmer_349,53.139973892311225,721.3213213213213,349,65.2,Swimmer_349,58.381711794964446,721.3213213213213,349,65.2
Swimmer_350,21.883509964101947,720.5205205205204,350,65.10000000000001,Swimmer_350,53.16866714281706,720.5205205205204,350,65.10000000000001,Swimmer_350,58.400468974860416,720.5205205205204,350,65.10000000000001
Swimmer_351,21.933473653326253,719.7197197197197,351,65.0,Swimmer_351,53.16893999822192,719.7197197197197,351,65.0,Swimmer_351,58.403282502874305,719.7197197197197,351,65.0
Swimmer_352,21.935329002090093,718.918918918919,352,64.9,Swimmer_352,53.175958250160704,718.918918918919,352,64.9,Swimmer_352,58.43469472286098,718.918918918919,352,64.9
Swimmer_353,21.935784486867963,718.1181181181181,353,64.8,Swimmer_353,53.176265985323944,718.1181181181181,353,64.8,Swimmer_353,58.436658120074235,718.1181181181181,353,64.8
Swimmer_354,21.942908084980434,717.3173173173172,354,64.7,Swimmer_354,53.18033599552423,717.3173173173172,354,64.7,Swimmer_354,58.47443077142625,717.3173173173172,354,64.7
Swimmer_355,21.944453111141296,716.5165165165165,355,64.60000000000001,Swimmer_355,53.194967484746044,716.5165165165165,355,64.60000000000001,Swimmer_355,58.48592648422619,716.5165165165165,355,64.60000000000001
Swimmer_356,21.945073140467922,715.7157157157158,356,64.5,Swimmer_356,53.22190489563885,715.7157157157158,356,64.5,Swimmer_356,58.48880663351159,715.7157157157158,356,64.5
Swimmer_357,21.9479023084443,714.9149149149149,357,64.4,Swimmer_357,53.223034384227745,714.9149149149149,357,64.4,Swimmer_357,58.4991715976862,714.9149149149149,357,64.4
Swimmer_358,21.957245629336242,714.114114114114,358,64.3,Swimmer_358,53.223498804366464,714.114114114114,358,64.3,Swimmer_358,58.50081290248438,714.114114114114,358,64.3
Swimmer_359,21.959489019362106,713.3133133133133,359,64.2,Swimmer_359,53.22474201520436,713.3133133133133,359,64.2,Swimmer_359,58.50251030053723,713.3133133133133,359,64.2
Swimmer_360,21.959760142781164,712.5125125125126,360,64.1,Swimmer_360,53.23164803788763,712.5125125125126,360,64.1,Swimmer_360,58.52883096796787,712.5125125125126,360,64.1
Swimmer_361,21.9707544591461,711.7117117117117,361,64.0,Swimmer_361,53.237281846082546,711.7117117117117,361,64.0,Swimmer_361,58.57052962892018,711.7117117117117,361,64.0
Swimmer_362,21.971468533515974,710.9109109109108,362,63.9,Swimmer_362,53.25553976208336,710.9109109109108,362,63.9,Swimmer_362,58.57079986384325,710.9109109109108,362,63.9
Swimmer_363,21.976075471063844,710.1101101101101,363,63.800000000000004,Swimmer_363,53.26537573839735,710.1101101101101,363,63.800000000000004,Swimmer_363,58.574343278841525,710.1101101101101,363,63.800000000000004
Swimmer_364,21.978590647170506,709.3093093093094,364,63.7,Swimmer_364,53.26567254964008,709.3093093093094,364,63.7,Swimmer_364,58.57458936851501,709.3093093093094,364,63.7
Swimmer_365,21.981675523668898,708.5085085085085,365,63.6,Swimmer_365,53.26940034508552,708.5085085085085,365,63.6,Swimmer_365,58.57977036469616,708.5085085085085,365,63.6
Swimmer_366,21.98817391100451,707.7077077077076,366,63.5,Swimmer_366,53.287999208307724,707.7077077077076,366,63.5,Swimmer_366,58.581273826538116,707.7077077077076,366,63.5
Swimmer_367,21.99027935084294,706.9069069069069,367,63.4,Swimmer_367,53.296119452991356,706.9069069069069,367,63.4,Swimmer_367,58.60188136767652,706.9069069069069,367,63.4
Swimmer_368,21.997944172496528,706.1061061061062,368,63.3,Swimmer_368,53.296529568199716,706.1061061061062,368,63.3,Swimmer_368,58.606016076326775,706.1061061061062,368,63.3
Swimmer_369,22.010451632861646,705.3053053053053,369,63.2,Swimmer_369,53.302499178131285,705.3053053053053,369,63.2,Swimmer_369,58.62414602838746,705.3053053053053,369,63.2
Swimmer_370,22.01520575347898,704.5045045045044,370,63.1,Swimmer_370,53.30627001174448,704.5045045045044,370,63.1,Swimmer_370,58.626720648849066,704.5045045045044,370,63.1
Swimmer_371,22.018687269577754,703.7037037037037,371,63.0,Swimmer_371,53.3337763945251,703.7037037037037,371,63.0,Swimmer_371,58.63309646037113,703.7037037037037,371,63.0
Swimmer_372,22.02127549251787,702.902902902903,372,62.9,Swimmer_372,53.354093792309,702.902902902903,372,62.9,Swimmer_372,58.63844673062438,702.902902902903,372,62.9
Swimmer_373,22.03608632926722,702.1021021021021,373,62.8,Swimmer_373,53.35818810644142,702.1021021021021,373,62.8,Swimmer_373,58.64860686541278,702.1021021021021,373,62.8
Swimmer_374,22.039521619356503,701.3013013013012,374,62.7,Swimmer_374,53.36670432951519,701.3013013013012,374,62.7,Swimmer_374,58.66161879453042,701.3013013013012,374,62.7
Swimmer_375,22.045409756424185,700.5005005005005,375,62.6,Swimmer_375,53.37501583013631,700.5005005005005,375,62.6,Swimmer_375,58.68174334887349,700.5005005005005,375,62.6
Swimmer_376,22.057714052858127,699.6996996996997,376,62.5,Swimmer_376,53.375347687062735,699.6996996996997,376,62.5,Swimmer_376,58.68693035056,699.6996996996997,376,62.5
Swimmer_377,22.058519853304567,698.8988988988989,377,62.4,Swimmer_377,53.39819870716781,698.8988988988989,377,62.4,Swimmer_377,58.70111502384524,698.8988988988989,377,62.4
Swimmer_378,22.058863994354002,698.098098098098,378,62.3,Swimmer_378,53.403262831369126,698.098098098098,378,62.3,Swimmer_378,58.70317040190461,698.098098098098,378,62.3
Swimmer_379,22.061268492585942,697.2972972972973,379,62.2,Swimmer_379,53.40440997811772,697.2972972972973,379,62.2,Swimmer_379,58.70527244401658,697.2972972972973,379,62.2
Swimmer_380,22.076607504239995,696.4964964964965,380,62.1,Swimmer_380,53.409293437891435,696.4964964964965,380,62.1,Swimmer_380,58.70625299578054,696.4964964964965,380,62.1
Swimmer_381,22.080034118812065,695.6956956956957,381,62.0,Swimmer_381,53.42165997844361,695.6956956956957,381,62.0,Swimmer_381,58.73437508428017,695.6956956956957,381,62.0
Swimmer_382,22.085637037424913,694.8948948948948,382,61.9,Swimmer_382,53.42170488976593,694.8948948948948,382,61.9,Swimmer_382,58.779692820517724,694.8948948948948,382,61.9
Swimmer_383,22.088152524594303,694.0940940940941,383,61.8,Swimmer_383,53.45264964446664,694.0940940940941,383,61.8,Swimmer_383,58.78984318804797,694.0940940940941,383,61.8
Swimmer_384,22.094567189821035,693.2932932932933,384,61.7,Swimmer_384,53.45516354082741,693.2932932932933,384,61.7,Swimmer_384,58.7951177279431,693.2932932932933,384,61.7
Swimmer_385,22.098474584269834,692.4924924924925,385,61.6,Swimmer_385,53.46112716625662,692.4924924924925,385,61.6,Swimmer_385,58.801475128396625,692.4924924924925,385,61.6
Swimmer_386,22.10016863123392,691.6916916916916,386,61.5,Swimmer_386,53.48191098352969,691.6916916916916,386,61.5,Swimmer_386,58.82205199859881,691.6916916916916,386,61.5
Swimmer_387,22.10767305391607,690.8908908908909,387,61.4,Swimmer_387,53.48258066812405,690.8908908908909,387,61.4,Swimmer_387,58.8243490224743,690.8908908908909,387,61.4
Swimmer_388,22.114300262692957,690.0900900900901,388,61.3,Swimmer_388,53.495486732212555,690.0900900900901,388,61.3,Swimmer_388,58.862857980539246,690.0900900900901,388,61.3
Swimmer_389,22.116124437115722,689.2892892892893,389,61.199999999999996,Swimmer_389,53.496993598955996,689.2892892892893,389,61.199999999999996,Swimmer_389,58.866481435506785,689.2892892892893,389,61.199999999999996
Swimmer_390,22.11745600149379,688.4884884884884,390,61.1,Swimmer_390,53.50276139021606,688.4884884884884,390,61.1,Swimmer_390,58.87104375764664,688.4884884884884,390,61.1
Swimmer_391,22.118567082705578,687.6876876876877,391,61.0,Swimmer_391,53.51305687644347,687.6876876876877,391,61.0,Swimmer_391,58.89502413442086,687.6876876876877,391,61.0
Swimmer_392,22.133683735305816,686.8868868868869,392,60.9,Swimmer_392,53.51917113776723,686.8868868868869,392,60.9,Swimmer_392,58.89544899916287,686.8868868868869,392,60.9
Swimmer_393,22.135495562844234,686.0860860860861,393,60.8,Swimmer_393,53.54121007441674,686.0860860860861,393,60.8,Swimmer_393,58.91355956801135,686.0860860860861,393,60.8
Swimmer_394,22.14128387930503,685.2852852852852,394,60.699999999999996,Swimmer_394,53.54928333565521,685.2852852852852,394,60.699999999999996,Swimmer_394,58.978231267206475,685.2852852852852,394,60.699999999999996
Swimmer_395,22.141839904416692,684.4844844844845,395,60.6,Swimmer_395,53.558728795400675,684.4844844844845,395,60.6,Swimmer_395,58.99872986231912,684.4844844844845,395,60.6
Swimmer_396,22.142920628842607,683.6836836836837,396,60.5,Swimmer_396,53.56077378739641,683.6836836836837,396,60.5,Swimmer_396,59.00098027706874,683.6836836836837,396,60.5
Swimmer_397,22.143244595081633,682.8828828828829,397,60.4,Swimmer_397,53.58344766054764,682.8828828828829,397,60.4,Swimmer_397,59.01397877056032,682.8828828828829,397,60.4
Swimmer_398,22.148711015082945,682.082082082082,398,60.3,Swimmer_398,53.6177437648591,682.082082082082,398,60.3,Swimmer_398,59.01497625479246,682.082082082082,398,60.3
Swimmer_399,22.150663979483113,681.2812812812813,399,60.199999999999996,Swimmer_399,53.61897589126818,681.2812812812813,399,60.199999999999996,Swimmer_399,59.02044848775006,681.2812812812813,399,60.199999999999996
Swimmer_400,22.15613542176095,680.4804804804805,400,60.099999999999994,Swimmer_400,53.66167382956479,680.4804804804805,400,60.099999999999994,Swimmer_400,59.02226814030483,680.4804804804805,400,60.099999999999994
Swimmer_401,22.15981490380775,679.6796796796797,401,60.0,Swimmer_401,53.67274300335253,679.6796796796797,401,60.0,Swimmer_401,59.02276166913673,679.6796796796797,401,60.0
Swimmer_402,22.161044000377395,678.8788788788788,402,59.9,Swimmer_402,53.67515819854089,678.8788788788788,402,59.9,Swimmer_402,59.050249663893766,678.8788788788788,402,59.9
Swimmer_403,22.16938525382675,678.0780780780781,403,59.8,Swimmer_403,53.678293815925166,678.0780780780781,403,59.8,Swimmer_403,59.06021100963637,678.0780780780781,403,59.8
Swimmer_404,22.170458117043925,677.2772772772773,404,59.699999999999996,Swimmer_404,53.69979299837444,677.2772772772773,404,59.699999999999996,Swimmer_404,59.09869998787748,677.2772772772773,404,59.699999999999996
Swimmer_405,22.170795328479482,676.4764764764765,405,59.599999999999994,Swimmer_405,53.75284267511568,676.4764764764765,405,59.599999999999994,Swimmer_405,59.10078216425165,676.4764764764765,405,59.599999999999994
Swimmer_406,22.173478222019416,675.6756756756756,406,59.5,Swimmer_406,53.756101232480795,675.6756756756756,406,59.5,Swimmer_406,59.11098962128658,675.6756756756756,406,59.5
Swimmer_407,22.177472041411786,674.8748748748749,407,59.4,Swimmer_407,53.779938637045674,674.8748748748749,407,59.4,Swimmer_407,59.11315318115368,674.8748748748749,407,59.4
Swimmer_408,22.18504880889347,674.0740740740741,408,59.3,Swimmer_408,53.79986466049915,674.0740740740741,408,59.3,Swimmer_408,59.155635668795185,674.0740740740741,408,59.3
Swimmer_409,22.186614354367467,673.2732732732733,409,59.20000000000001,Swimmer_409,53.80041896880337,673.2732732732733,409,59.20000000000001,Swimmer_409,59.186060054449186,673.2732732732733,409,59.20000000000001
Swimmer_410,22.192624842522214,672.4724724724724,410,59.099999999999994,Swimmer_410,53.816368406727996,672.4724724724724,410,59.099999999999994,Swimmer_410,59.18981359750232,672.4724724724724,410,59.099999999999994
Swimmer_411,22.195747609241135,671.6716716716717,411,59.00000000000001,Swimmer_411,53.818668950992695,671.6716716716717,411,59.00000000000001,Swimmer_411,59.19885588640752,671.6716716716717,411,59.00000000000001
Swimmer_412,22.210791551538616,670.8708708708709,412,58.9,Swimmer_412,53.819312883158595,670.8708708708709,412,58.9,Swimmer_412,59.19967491641382,670.8708708708709,412,58.9
Swimmer_413,22.231325855127775,670.0700700700701,413,58.80000000000001,Swimmer_413,53.867071761543116,670.0700700700701,413,58.80000000000001,Swimmer_413,59.22953523824823,670.0700700700701,413,58.80000000000001
Swimmer_414,22.23866079716566,669.2692692692692,414,58.699999999999996,Swimmer_414,53.89482859736739,669.2692692692692,414,58.699999999999996,Swimmer_414,59.22970078525328,669.2692692692692,414,58.699999999999996
Swimmer_415,22.2393939935155,668.4684684684685,415,58.60000000000001,Swimmer_415,53.90408706930064,668.4684684684685,415,58.60000000000001,Swimmer_415,59.23806006826773,668.4684684684685,415,58.60000000000001
Swimmer_416,22.241703924238173,667.6676676676677,416,58.5,Swimmer_416,53.932979779078394,667.6676676676677,416,58.5,Swimmer_416,59.241610487348495,667.6676676676677,416,58.5
Swimmer_417,22.24211624259493,666.8668668668669,417,58.400000000000006,Swimmer_417,53.9380036863682,666.8668668668669,417,58.400000000000006,Swimmer_417,59.242517372330184,666.8668668668669,417,58.400000000000006
Swimmer_418,22.243544888561765,666.066066066066,418,58.3,Swimmer_418,53.9439499403039,666.066066066066,418,58.3,Swimmer_418,59.28339718291452,666.066066066066,418,58.3
Swimmer_419,22.244728757807636,665.2652652652653,419,58.20000000000001,Swimmer_419,53.946694499038024,665.2652652652653,419,58.20000000000001,Swimmer_419,59.297385155097324,665.2652652652653,419,58.20000000000001
Swimmer_420,22.24670089454898,664.4644644644645,420,58.099999999999994,Swimmer_420,53.95242101437363,664.4644644644645,420,58.099999999999994,Swimmer_420,59.339469923658676,664.4644644644645,420,58.099999999999994
Swimmer_421,22.248962529213397,663.6636636636637,421,58.00000000000001,Swimmer_421,53.963106127111665,663.6636636636637,421,58.00000000000001,Swimmer_421,59.353897046112614,663.6636636636637,421,58.00000000000001
